device_id,now-5h,now-4h,now-3h,now-2h,now-1h,now,now+1h,now+2h,now+3h,now+4h,now+5h
74DA38C7CEAC,,,48.8452363537,43.7057860945,43.2504417954,47.307692307692,40.9573720297,39.9692881342,39.2063671216,38.6112469325,38.1555542748
74DA38C7CEAE,,,47.180931951,43.0409275503,41.102710589,49.181818181818,38.9430647809,38.1008159363,37.3545787225,36.7853278504,36.3501156945
74DA38C7CEB4,,,49.0824113858,44.4449462345,44.5292482846,45.307692307692,41.8376182365,41.5390256354,40.7499301605,40.1368954182,39.6671106525
74DA38C7CEB6,,,46.2718581176,44.0918408416,44.21664172,48.545454545455,42.6369713727,41.1922378125,40.4072863704,39.7986517239,39.3325221927
74DA38C7CEB8,,,52.6656774123,47.3221626519,46.6459917228,50.076923076923,44.7271221839,43.478204026,42.6364978634,41.9916885385,41.4982270394
74DA38C7CEBE,,,41.2129134079,37.6884861652,33.4039648535,22.333333333333,25.3327048359,28.6384324765,28.4110518986,28.3705387027,28.3632302209
74DA38C7CEC6,,,29.9161047326,28.5214787695,28.4816922224,29.846153846154,27.0594330881,26.0924649575,25.59574182,25.2047908954,24.9055684405
74DA38C7CF0C,,,45.8049214345,47.4981196299,49.4250768247,39.416666666667,42.4324286753,41.941805386,41.608800011,41.5494672741,41.5387637929
74DA38C7CF0E,,,40.0579902729,43.3673383262,44.1233897425,66.615384615385,41.4255173304,40.4110825616,40.0902306675,40.033063359,40.0227505158
74DA38C7CF12,,,25.8808249199,27.0338424724,27.4990534553,17.833333333333,25.3327048359,22.3485532348,22.1711124146,22.1394971606,22.1337938458
74DA38C7CF16,,,55.3625964512,47.2852263353,44.9360802109,49.181818181818,43.1428662178,42.3760469721,41.5396081673,40.9153321193,40.4383425146
74DA38C7CF18,,,55.1034624632,54.7594383526,61.3321446619,45.846153846154,49.2024267177,50.0193119818,49.6221736233,49.5514140876,49.5386492398
74DA38C7CF1C,,,40.9202201037,42.6493482838,42.6655902616,33.5,39.4235406565,36.9043357278,36.6113263533,36.5591198443,36.5497019173
74DA38C7CF1E,,,47.5241720228,48.7576727534,47.4614714561,49.0,43.9314881321,43.0957348997,42.7535676699,42.6926025332,42.6816045711
74DA38C7CF20,,,39.8134869161,40.613709414,42.3459973441,31.416666666667,36.8055711597,37.4887935334,37.1911437391,37.1381104301,37.1285433504
74DA38C7CF24,,,42.184984095,43.0339644254,46.6890084961,36.076923076923,40.4245289934,39.492648867,39.1790890614,39.1232210099,39.1131425495
74DA38C7CF26,,,49.5109771643,50.5575450168,55.6386124815,44.818181818182,46.5074581181,46.769469678,46.3981340942,46.3319719294,46.3200364361
74DA38C7CF48,,,44.2299384304,37.6704603291,34.2334882244,39.583333333333,33.1759844614,33.0101100425,32.369399353,31.8932154064,31.5283152144
74DA38C7CF56,,,41.6939077729,45.3162113803,44.3546300819,19.083333333333,46.8154545295,44.2967635772,43.9450605394,43.8823963743,43.8710919116
74DA38C7CF64,,,39.9210962601,39.5683739511,38.8065767807,30.545454545455,38.6395497911,32.5278600165,32.2695985487,32.2235831962,32.2152821387
74DA38C7CF66,,,23.4338246863,24.962763054,27.8871446718,15.0,31.9131666252,21.9717599243,21.7973107301,21.7662285046,21.7606213469
74DA38C7CF6A,,,77.6830890791,80.6736201732,70.5599163509,31.75,71.9941611597,76.8422857801,76.232181042,76.1234765387,76.1038665111
74DA38C7CF70,,,36.630250921,33.0698716747,29.3670152917,26.846153846154,24.0237200875,25.8692157308,25.6638219046,25.6272261654,25.6206243833
74DA38C7CFA2,,,33.0827119187,28.8765626213,26.6384881505,22.833333333333,27.5001008617,27.2395075028,26.7257259065,26.3542139297,26.0682254659
74DA38C7CFBC,,,38.6002457368,40.197789798,42.7174787593,31.153846153846,38.0375568053,37.5851327322,37.2867180334,37.2335484388,37.2239567735
74DA38C7CFCC,,,46.1650037223,45.4044391002,38.8110092125,10.769230769231,39.2275429401,40.3404338159,40.0201428516,39.963075486,39.9527806723
74DA38C7CFD8,,,63.6262288449,63.6683558381,52.684781822,20.5,52.8213845514,55.0353729292,54.5984085489,54.5205530711,54.5065081326
74DA38C7D006,,,52.5202119189,57.4760000894,59.8919196116,30.333333333333,63.7552571553,52.7334012973,52.3147138824,52.2401148756,52.2266573966
74DA38C7D008,,,32.463059929,34.5613891757,35.7963891362,16.5,36.1777323211,31.4772275325,31.2273077719,31.1827786907,31.174745753
74DA38C7D012,,,53.3613242926,53.5720095471,54.5631985173,33.583333333333,47.3544482494,53.0186723691,52.5977199873,52.5227174235,52.5091871437
74DA38C7D066,,,37.9992862342,34.1972417999,31.1927830391,35.0,29.7765925055,30.0355094687,29.4551900201,29.0217133537,28.6893913838
74DA38C7D084,,,50.0899682177,49.0909041298,50.0165525311,39.666666666667,47.4718461333,48.1930767263,47.2626209388,46.5705220417,46.041043683
74DA38C7D086,,,40.4159075079,33.4372791143,37.0556687817,29.461538461538,39.7746191181,39.7714697419,39.0651477514,38.5569892078,38.165158437
74DA38C7D08A,,,50.0823926024,42.3475624683,40.3038805425,38.769230769231,42.3821988663,40.7413345528,40.0171033069,39.4643161511,39.0373934862
74DA38C7D090,,,39.306953979,34.3383329811,31.8923849437,32.833333333333,30.3645321816,30.9299644524,30.3272868291,29.8817616456,29.5399395583
74DA38C7D092,,,50.9990420511,47.4277350439,46.4315004674,51.545454545455,43.6651521865,42.7596433695,41.9463127262,41.3083923611,40.8199347197
74DA38C7D094,,,46.8452739202,45.5852784137,45.8296332287,49.923076923077,43.937260717,43.1639081346,42.3607145391,41.7319148504,41.2492290635
74DA38C7D09A,,,53.1656680206,38.4545667979,35.4377713079,36.909090909091,35.5850002969,34.8901354553,34.2331259089,33.7419962798,33.3644781955
74DA38C7D16C,,,32.5996310625,29.825787121,35.5081130735,41.615384615385,36.8656712885,35.4780057494,34.5981871057,33.9426021433,33.4435179507
74DA38C7D178,,,29.0907040176,25.764657942,27.5358647813,39.272727272727,28.1538224267,27.2288936771,26.5360051892,26.0207461701,25.6288934555
74DA38C7D1DE,,,30.6660906451,26.6965558137,26.0381322001,28.333333333333,28.1464468709,25.3265740263,24.8721970113,24.5168136916,24.2431987335
74DA38C7D1E2,,,62.2449272183,67.1297627925,63.3054549991,34.307692307692,67.6644423767,62.0708105255,61.5779868775,61.4901787578,61.4743383869
74DA38C7D1F6,,,46.6657901122,42.4989163543,40.1132710158,45.692307692308,36.7165642303,36.9374038166,36.2027729753,35.6448754459,35.2185150051
74DA38C7D214,,,42.5600252632,52.4772611318,55.0447769222,27.692307692308,76.1935737686,40.181474138,39.8624452659,39.8056027717,39.7953485242
74DA38C7D220,,,49.7682959382,45.0813526651,43.552229647,46.384615384615,42.2972104165,41.4041174847,40.5956153463,39.9914417929,39.5293684636
74DA38C7D238,,,53.1780518236,52.6753455647,46.3885154557,28.5,47.7114440899,38.8568101554,38.5482987187,38.4933301529,38.4834139575
74DA38C7D23E,,,41.1743337752,39.3240244149,37.0082525255,19.846153846154,40.6555263019,29.036634498,28.8060923153,28.7650158051,28.7576057028
74DA38C7D240,,,44.0100184647,38.7545251707,34.8868049765,23.083333333333,31.4156339606,28.0539746709,27.831234513,27.791548117,27.7843887879
74DA38C7D252,,,52.4084432974,50.8148758988,48.6921479264,36.692307692308,39.8085361706,45.2858460175,44.9262899613,44.8622265963,44.8506697214
74DA38C7D254,,,47.4134443833,47.5327777586,50.2857911728,,,,,,
74DA38C7D260,,,53.7393898236,54.4827071004,55.3506765444,31.25,46.3534599125,54.2582367261,53.8274425745,53.750686468,53.7368398534
74DA38C7D262,,,53.6360873243,51.6996440956,51.3209673806,38.166666666667,40.7395253232,48.2530933385,47.8699782271,47.8017172626,47.7894031509
74DA38C7D268,,,47.3840689576,46.8882666713,46.9121793764,31.153846153846,38.4995514223,46.0747570116,45.7089372383,45.6437578449,45.6319996412
74DA38C7D26A,,,53.8263507238,53.6822598507,54.8489922268,34.090909090909,42.755501834,53.5517492687,53.126564416,53.0508077379,53.0371414178
74DA38C7D272,,,52.946883194,53.6859958119,48.2468275256,24.5,46.6614563238,44.0013233677,43.6519660367,43.5897198144,43.5784907476
74DA38C7D2A4,,,47.2717595837,46.384443939,44.0805785453,25.0,35.2655891029,41.8652692447,41.5328715437,41.4736470783,41.462963129
74DA38C7D2A6,,,46.0810029602,48.440965826,51.5234707711,29.846153846154,48.1244392778,48.1824445927,47.7998904112,47.7317293895,47.7194333073
74DA38C7D2AE,,,60.2463612595,61.2076810443,60.6001688314,33.769230769231,50.1086469281,60.6166238424,60.1353460012,60.0495950384,60.0341257737
74DA38C7D388,,,41.1658934203,39.4208105801,39.0653996184,41.0,36.6570000779,36.145138043,35.4423732193,34.902395792,34.4893852057
74DA38C7D38A,,,45.6658088955,42.7608529078,43.2861978495,40.583333333333,41.2946867267,40.6282116004,39.8557198822,39.2597046083,38.8031070416
74DA38C7D39E,,,47.8760807801,46.3641882396,41.7468044414,32.916666666667,32.8786169146,37.5792453367,37.2808773821,37.227716116,37.2181259532
74DA38C7D3BE,,,44.4991641425,45.4565977403,47.5393379295,40.0,48.1631519459,46.643825361,45.7779556626,45.1227988538,44.6192166139
74DA38C7D402,,,55.1324316924,55.8562949101,48.2759307321,27.090909090909,48.3834362601,48.7535219541,48.3664335893,48.2974646963,48.285022876
74DA38C7D404,,,62.3856637408,64.70846117,55.7181214155,25.153846153846,61.5222831728,53.2691542858,52.8462131526,52.7708562459,52.7572620436
74DA38C7D408,,,58.6961087062,61.1052923059,54.075964315,26.818181818182,57.7073276228,50.0546363547,49.6572175313,49.5864080242,49.5736341616
74DA38C7D43E,,,55.2405225059,57.1441998229,53.0997033078,26.5,53.3603782713,62.594788723,62.097804845,62.0092554825,61.9932813933
74DA38C7D44A,,,56.178321135,54.4003202209,47.3200983555,23.166666666667,51.9566253964,42.0809620063,41.7468517694,41.6873221755,41.6765831818
74DA38C7D456,,,46.0637882496,41.824284054,37.696957044,33.0,30.3068468796,32.2217154516,31.9658846799,31.9203024131,31.9120794832
74DA38C7D46C,,,55.3835750781,50.7365784844,51.253529249,53.461538461538,51.665759853,48.544007275,47.6368918491,46.9329310226,46.3927770247
74DA38C7D492,,,34.7969157453,31.4148431911,36.0754549874,44.153846153846,37.3505040761,36.2444787818,35.3441662719,34.6734077422,34.1628062502
74DA38C7D4AC,,,71.4865360585,71.2051231206,61.7461551325,31.833333333333,59.3406419255,65.2922862876,64.7738850867,64.6815197246,64.6648572383
74DA38C7D4B2,,,46.9904988653,50.3046226999,50.4966444083,25.384615384615,50.1264159518,46.6988209323,46.3280462784,46.2619840565,46.2500665926
74DA38C7D4B4,,,52.2930989247,,,,,,,,
74DA38C7D4CA,,,55.9016685763,60.7990036562,60.489102257,34.230769230769,60.9832894529,58.850405199,58.3831506049,58.2998982133,58.2848796847
74DA38C7D4CC,,,79.5586962173,81.9679667469,68.558244272,29.818181818182,73.4991436244,71.213935703,70.6485183791,70.5477759892,70.5296023076
74DA38C7D50E,,,46.5445802677,45.1231950563,46.1769980801,51.461538461538,46.2836133892,45.0096736491,44.1729834132,43.5359985327,43.0461616629
74DA38C7D510,,,30.6861323189,28.9937229904,26.2342215839,18.4,22.0350545981,20.7839513542,19.6055122134,18.6660566242,17.8924947795
74DA38C7D51A,,,25.9947687313,24.1614358254,21.027454558,13.5,19.3393010632,17.9292288936,16.9576100131,16.1710960981,15.5156641541
74DA38C7D52E,,,5.9998873001,26.8914249637,35.7767551758,41.583333333333,37.826539136,35.7181160814,35.0643322687,34.5720191162,34.1931101143
74DA38C7D530,,,24.4566167353,25.1612193768,20.7818223979,14.666666666667,16.7735107062,15.8903925597,14.954118093,14.2289363649,13.6326189782
74DA38C7D544,,,42.0761327329,30.0675593756,26.0956772103,28.615384615385,27.1754406486,26.3099668191,25.7982400315,25.4322227477,25.1511952748
74DA38C7D55E,,,40.664920216,41.3345110185,42.4653286157,23.416666666667,44.2674842172,38.3446067488,38.0401620538,37.9859180736,37.9761325917
74DA38C7D576,,,48.4519593424,51.5840885698,54.803466333,31.454545454545,56.517341488,45.9923334748,45.6271681198,45.5621053263,45.5503681569
74DA38C7D58A,,,28.4942657247,30.0704129688,29.8078890465,15.153846153846,26.2403600707,24.6005015538,23.2876623778,22.1787172162,21.2651884421
74DA38C7D58C,,,27.994366326,28.4553780012,22.3211490301,21.166666666667,19.0955034408,17.6680599805,16.6394418775,15.8491800036,15.1954048721
74DA38C7D590,,,53.8387690056,56.9703792887,52.4999068184,29.923076923077,53.6683746827,51.7384314615,51.3276438091,51.2544523308,51.2412487664
74DA38C7D5AA,,,51.152885315,35.1492356571,32.9141948154,33.666666666667,34.7833710586,33.4035592447,32.7769405338,32.3190266574,31.9664877249
74DA38C7D5AC,,,40.9179272166,36.9713186275,33.0769357545,22.833333333333,25.2837054068,27.399938555,27.182391248,27.1436300805,27.1366376603
74DA38C7D5AE,,,38.3070439772,41.1283354649,42.6427681496,23.692307692308,45.9474646429,37.7323176191,37.4327343164,37.3793565075,37.3697272808
74DA38C7D5B6,,,38.6101027187,35.0514960164,32.0763226003,30.692307692308,29.721653698,27.7199987819,27.4999102925,27.4606963536,27.4536222546
74DA38C7D5EE,,,37.9403556798,34.1508365181,32.2117322908,29.846153846154,29.3156584285,26.8641855665,26.6508919778,26.6128887102,26.6060330133
74DA38C7D5F0,,,38.2281289876,36.0107724533,34.6091059462,24.5,32.8786169146,27.9062545661,27.6846872616,27.645209837,27.6380882058
74DA38C7D5F4,,,54.5460745212,59.9492682697,57.5260256013,29.454545454545,60.2272982613,58.7091077076,58.2429749732,58.1599224673,58.1449399976
74DA38C7D5F6,,,32.0712202224,28.6104841202,26.2783605328,20.75,24.1777182932,21.2770472579,21.1081138742,21.0780144201,21.0725845519
74DA38C7D5FA,,,47.3448389446,48.4247976044,52.2565430526,40.0,44.4936354283,44.5857811734,44.2317834224,44.1687104002,44.1573321807
74DA38C7D5FC,,,45.1507577033,47.0006083277,50.006285673,35.636363636364,46.7874548558,41.5414624935,41.2116357211,41.1528693271,41.1422680128
74DA38C7D5FE,,,28.378904325,28.2438853269,24.6322639548,14.0,21.4287407688,20.2161294339,19.0975672614,18.1940349215,17.4443401167
74DA38C7D604,,,27.3534696611,30.3570641968,26.0056156193,15.916666666667,24.3995988643,22.4307177279,21.2165570759,20.2397758711,19.4237485779
74DA38C7D606,,,26.3280349971,25.9943723362,22.0011394872,13.769230769231,19.1708594333,17.9057153022,16.9088092284,16.1072299146,15.4438715718
74DA38C7D612,,,24.2451208359,24.1614358254,19.8846894574,13.25,17.9894071242,16.5416968651,15.6370314503,14.9023891045,14.2932619866
74DA38C7D618,,,26.49466813,26.6865301795,23.2939741867,12.833333333333,19.7427186823,18.9329251205,17.8709459911,17.0245005431,16.322671753
74DA38C7D61A,,,21.9955735419,20.722786338,18.8331684685,8.833333333333,15.9275767788,15.2951357486,14.4510219393,13.7616669181,13.1913436131
74DA38C7D628,,,22.6877419401,25.6098402011,22.5619136965,12.0,18.3041179636,17.5479057349,16.5351646554,15.7355045435,15.0762346564
74DA38C7D62A,,,16.0876715575,16.8296897818,14.3576083145,9.230769230769,13.2725065885,12.2241798341,11.566177514,11.0278324373,10.5798270289
74DA38C7D62C,,,28.3019967252,27.4940476633,25.581720723,14.692307692308,23.1630137104,22.1592432908,20.9517080013,19.9928618927,19.1905965648
74DA38C7D63C,,,24.994969934,23.7448593456,21.2691063518,13.727272727273,19.3366374851,17.9571389687,16.981058951,16.1887089879,15.5293539925
74DA38C7D640,,,25.0858607337,24.7219205436,20.9998125574,13.545454545455,18.4836391092,17.2719622626,16.3192040725,15.5480173027,14.9086534604
74DA38C7D642,,,25.9114521649,26.1610029282,21.8992113069,14.076923076923,19.4936847064,18.1194022524,17.1278289365,16.3208425344,15.6529614172
74DA38C7D646,,,26.8279343958,26.9032664739,22.016484483,12.846153846154,19.703461015,18.5032028303,17.4958844091,16.6773900685,15.9968214742
74DA38C7D652,,,30.1605970537,29.9166001148,26.6462568271,15.5,24.0959392351,22.4182297693,21.2050284776,20.2121901538,19.3877678381
74DA38E2B548,,,47.0760388163,46.2750270837,47.0823752085,44.272727272727,45.9716370035,45.1626464299,44.2905646073,43.6390430535,43.1405200293
74DA38E2B54A,,,43.768408638,33.7615265473,31.3307377315,34.153846153846,32.2732765959,31.2791912382,30.6851445616,30.2494223911,29.9146264163
74DA38E2B54C,,,46.9157854163,37.7448009822,34.9161962462,39.0,35.3382547866,34.6123064678,33.9599507311,33.4749512416,33.1018709919
74DA38E2B554,,,44.5376249585,42.5324320357,43.6665208926,36.076923076923,42.2648272721,42.0787248857,41.278671476,40.676963997,40.2162872716
74DA38E2B556,,,52.9990044844,50.8463994437,52.300858402,44.363636363636,49.639274205,49.3411260132,48.3977722893,47.6767016958,47.124609609
74DA38E2B562,,,52.4990138761,50.4568632157,51.5705638117,47.769230769231,50.7862255487,49.2685253897,48.3256911605,47.6128790361,47.0667551784
74DA38E2B564,,,50.1808756011,37.1898989827,36.5190441367,36.230769230769,38.4465454208,37.0652653659,36.4033939903,35.9020096993,35.5149588398
74DA38E2B634,,,32.2493942381,31.7948332777,32.8245889841,34.166666666667,32.6413571561,32.0261678353,31.4236827428,30.9699997972,30.6215682579
74DA38E2B642,,,50.9157102831,49.926364326,51.750545662,,47.5669913794,50.8269358585,49.8432633533,49.1245285382,48.5743212266
74DA38E2B644,,,42.7652223533,38.3095730604,41.653131027,43.846153846154,41.9215816386,40.9271368491,40.1659704296,39.5907802235,39.1483868027
74DA38E2B66C,,,29.9161047326,38.4546432502,41.88718512,41.0,42.2682801524,41.1307348974,40.3569024914,39.7772432465,39.3318906744
74DA38E2B670,,,52.4605530601,49.7461640104,51.4256635964,64.833333333333,54.1057920104,50.998685716,50.0436559166,49.3305460243,48.7818027444
74DA38E2B67C,,,26.1813264006,26.0797945727,26.5454678846,29.8,27.8764662925,26.0148164928,25.5410931126,25.1761355381,24.8949361724
74DA38E2B68C,,,45.7683710714,51.4678395926,56.7270887137,70.0,58.9026563862,57.0026260916,55.9298198995,55.142150936,54.5365029363
74DA38E2B69A,,,48.4606281932,47.2768462472,50.309871305,52.454545454545,53.8562246773,50.2138021629,49.2815994231,48.5861910248,48.051179761
74DA38E2B69C,,,52.0759448998,50.8010870228,52.6022210196,49.384615384615,53.2014710003,50.0645844255,49.1465717561,48.4268984749,47.8739712021
74DA38E2B6A8,,,48.817264851,47.1920535445,48.7681594137,62.909090909091,50.3148739959,48.4668192767,47.5597748309,46.8844294705,46.3650835105
74DA38E2B6CC,,,25.4995210256,36.9460538711,41.0204196168,43.923076923077,44.3175943737,42.0034634489,41.2145061549,40.6455269221,40.2084128046
74DA38E2B728,,,35.9993238007,26.781782416,27.5507376909,22.769230769231,28.8254035032,28.0261925419,27.5396082676,27.1641523068,26.8739026872
74DA38E2B758,,,49.7682959382,47.8613767919,49.5906272846,47.076923076923,49.1060580387,47.3075046506,46.4154806129,45.7319794326,45.2075943821
74DA38E2B75A,,,55.5822892941,48.4242433158,47.4082443596,43.230769230769,48.0397509103,48.2707379674,47.3026712187,46.6319544733,46.1181304226
74DA38E2B75E,,,47.8324348648,40.0646036405,38.0726317249,35.416666666667,38.4766454297,37.6746816536,36.9376677511,36.4057116675,35.9982169902
74DA38E2B760,,,60.2488683055,44.482910392,42.7738349598,44.166666666667,44.0700430153,41.9199436449,41.0935469392,40.4964204892,40.0397064129
74DA38E2B7C6,,,48.9990796178,46.8014601051,45.7487931762,57.090909090909,43.7023016526,43.737050903,42.9298813455,42.3017287255,41.8188690375
74DA38E2B7CE,,,49.3836877779,42.1012060039,38.8213295608,42.583333333333,38.0917309643,37.6657285217,36.9410838615,36.4017354744,35.9880932023
74DA38E2B7D2,,,18.6663160449,17.1264965553,17.4607981073,21.923076923077,18.2732835411,17.163397819,16.8501820813,16.6099468881,16.4248678533
74DA38E2B7E4,,,48.9157478497,45.1276973705,44.4727360467,54.5,41.9146109907,42.4438793155,41.6582537044,41.0474464944,40.5780794024
74DA38E2B7E6,,,49.9221392023,47.8888347643,46.9592281417,57.615384615385,44.7423059084,44.5785794142,43.7561209147,43.112516237,42.6180977985
74DA38E2B7EC,,,47.8452551369,44.5505655458,43.0760676237,50.076923076923,39.6976071486,40.0644654972,39.2730758966,38.6742257112,38.2162802836
74DA38E2B7EE,,,35.3070291123,32.0727093236,30.1835473336,35.0,28.1584482627,27.3726323055,26.8351370399,26.4184854047,26.1003441634
74DA38E2B7F2,,,47.6914118729,40.6243821095,37.7651432047,43.230769230769,36.5835106619,35.9576942792,35.2541154637,34.7288859123,34.3268404974
74DA38E2B7F6,,,49.2298445139,42.3992435201,40.3646231526,47.916666666667,38.6775803813,37.7723282733,37.0303359925,36.4695586207,36.0405418447
74DA38E2B7F8,,,51.5823644275,40.14885167,41.4786339679,35.384615384615,42.5256699389,41.3249826325,40.6067614416,40.0435767859,39.6088825352
74DA38E2B7FC,,,43.4991829259,39.8668997129,39.565489242,,40.2899995902,40.0371029858,39.2723535644,38.717868657,38.2908527422
74DA38E2B808,,,40.6146217239,40.0604252955,39.203226724,38.076923076923,42.7858995126,40.7870243323,40.0528676202,39.5102815159,39.090660346
74DA38E2B80C,,,,,38.3415758204,,,,,,
74DA38E2B80E,,,45.5824771274,39.8060125416,37.4799249167,41.0,35.2935233818,35.9387467024,35.2382567442,34.7162292468,34.3161550099
74DA38E2B812,,,39.8454054034,32.0865311499,28.7894070132,33.666666666667,28.0133289035,28.1454945662,27.6066855283,27.2060721641,26.8983783373
