ID,1left,2left,3left,1right,2right,3right,4right,5right,READING
WF_1182189,23.999194618906,25.673341703408,32.230059067016,24.220703751098,25.810959753359,30.699018362352,27.639794511515,24.13975571822,7.333333333300
WF_12743501,33.682801754474,28.910277042611,30.072335018287,33.152585593795,29.731721165673,29.215256001594,30.584000513086,29.269554358029,44.333333333300
WF_12781724,33.586977170227,33.896916590885,34.276842359631,33.586990583295,33.896975460099,34.277167357253,34.696094111334,35.13724098329,10.833333333300
WF_1339305,46.802447562769,46.458592493966,46.339080873723,46.802414267106,46.458538148418,46.339040966476,46.295086814258,46.278593463438,13.666666666700
WF_1339744,116.739637377482,126.103408560959,131.101340646082,116.740443838598,126.122750732124,131.733091658596,135.181243607461,137.33593431282,
WF_1340228,7.089463075548,4.770131893706,5.246162868776,6.84231862871,7.50967698651,6.491072481585,3.681867404596,4.012495809213,5.333333333300
WF_1352505,18.12430057091,17.342216815828,19.188081643365,18.054947761141,17.31342111852,19.09159034969,17.251665057184,17.401896297846,5.285714285700
WF_1352515,25.413737736727,27.08390198995,23.072739689843,26.337893216493,26.762146505801,23.517705893042,20.276871597825,23.856095139983,17.000000000000
WF_1352643,7.513562338343,9.472663718384,7.1810896885630005,6.551955735316,10.269936325998,7.472139072854,9.648441963521,10.007994284908,2.833333333300
WF_14087554,24.245319914859,24.116312347686,22.226111039479,25.667586048202,25.083234985541,23.387744568046,24.411175481543,21.659324630139,14.500000000000
WF_15601235,41.247776838469,41.251853026312,41.250207462482,41.249367163813,41.249361604823,41.249384114258,41.249392225639,41.249385784185,
WF_15632304,38.430945775917,35.5207427743,36.105632469185,38.38850957691,36.183808118192,36.655493924654,36.46163727314,36.744821925642,15.833333333300
WF_15707714,41.134723883798,40.918880328065,40.853011218333,41.134683516072,40.918859007137,40.852966640441,40.831762301053,40.824826975793,15.333333333300
WF_15738407,20.071487512374,29.04333151329,24.892615316487,20.740272467308,27.508149431212,23.861668626444,17.557796654299,23.172015297819,15.500000000000
WF_15739067,43.324159350592,43.120532077419,43.047489138567,43.32417044478,43.120561154765,43.047434863346,43.019690431274,43.008952366928,17.000000000000
WF_15766023,37.647568310285,37.421998406311,39.337288361085,37.72382500876,36.941345005423,39.451956382735,36.225878087074,39.29860067958,14.166666666700
WF_15767797,40.37614636915,46.028720417713,46.061787032046,40.157364809666,46.098944666096,46.445912883069,48.36746019489,41.902518448404,16.333333333300
WF_254406,50.214692820773,50.51099758947,51.037719420807,50.214999533679,50.511143905877,51.038290295834,51.673235785787,52.362349472991,15.833333333300
WF_254648,44.512120703539,44.428927455729,44.391675629869,44.306217768493,44.470166895662,44.465651331254,44.46310799812,44.463021298107,15.333333333300
WF_3942926,9.79632259067,10.199679349828,10.844509800108,9.574796173332,8.791437894697,10.268541852294,11.549986534817,12.539444040846,7.000000000000
WF_3968597,14.778013421883,13.170655136424,13.425991099217,14.08266583683,12.710752317289,13.686356580476,14.138858496138,12.73334581255,6.428571428600
WF_3968861,24.969109727048,24.591115654012,22.752762766169,24.533920757463,23.851450194704,22.63285167977,24.194877855304,23.943803301241,27.500000000000
WF_3968873,18.155120333822,15.898010244991,20.61319886211,18.160049371265,16.52673982568,22.192972080375,21.844971763893,21.078460416802,9.000000000000
WF_3969129,25.700504621239,25.56090061628,25.492092837537,25.700524033121,25.560852487746,25.49202117276,25.457213219699,25.43938502369,7.000000000000
WF_3969133,7.030776129688,6.332713088718,6.267044969468,6.158350727202,5.946947220801,5.682478509653,5.952864269971,6.140556800306,4.666666666700
WF_3977799,24.197198166484,24.569543026834,24.85571470191,24.069128792195,24.536075027648,24.959562412561,24.964801959884,24.777205345186,9.000000000000
WF_3978202,4.799923154928,6.435406247046,5.79949832839,6.87299787626,6.181709251799,5.382824983172,5.122525700152,5.467689070971,6.000000000000
WF_3979855,10.118332954271,11.285231444482,12.6053856787,10.951762114218,12.317620585794,12.63556307453,14.454745981484,13.850856473744,9.000000000000
X74DA3895DEBA,37.640874479567,37.044325076648,34.682757004021,37.856710273692,37.332885058198,34.867096018422,35.757067703837,37.706609406351,
X74DA3895E0CC,32.419587382412,32.257104163134,32.204053885383,32.419544520704,32.256846138109,32.20384843205,32.185826748583,32.179611717616,
X74DA38C7D5BC,15.441688549111,6.940685408365,17.26763749934,14.258834225377,-0.286707372662,14.91244550458,19.40316906437,17.107153392816,
X74DA38E2B8B4,11.908977540689,11.449655770271,11.336940264073,11.625571563684,11.323550031803,10.903390552226,11.059070920215,11.370459580402,
YK_160,5.869354534665,1.961550469844,5.017187532661,5.894993463622,3.615635216655,6.216110596666,5.795695837067,9.171971219233,
scan_01,11.162675741481,9.158634469206,8.213473882625,9.964967064412,9.562432573985,7.548234236742,9.807551172059,10.234279418833,6.000000000000
