ID,READING,TIMESTAMP
WF_15767797,10.0,2017103001
WF_15767797,37.0,2017103002
WF_15767797,10,2017103003
WF_15767797,5.0,2017103004
WF_15767797,6.0,2017103005
WF_15767797,56.50,2017103006
WF_15767797,70.0,2017103007
